class_standing,task_score_1,task_score_2,task_score_3,task_score_4,task_score_5,prelim_grade,midterm_grade,min_exam_score_required,predicted_category,actual_exam_score,actual_outcome,prediction_correct,error_type,risk_label
1st Year,91.8,64.8,69.7,96.6,83.7,76.3,84.7,73.5,Achievable target,79.5,Pass,True,,Low
2nd Year,66.1,99.2,68.3,72.1,65.7,86.3,91.5,57.7,Achievable target,50.5,Fail,False,Underperformance,High
1st Year,62.1,83.0,59.0,88.9,87.6,60.6,72.9,88.9,Borderline,100.0,Pass,True,,High
3rd Year,50.7,52.2,75.4,62.0,71.4,70.7,61.8,89.7,Cannot pass,98.1,Pass,False,Overperformance,High
4th Year,67.9,59.1,88.7,79.5,74.8,81.9,69.3,88.8,Borderline,71.5,Fail,False,Ambiguity,High
2nd Year,61.9,58.8,71.1,70.5,66.7,77.0,63.2,97.4,Cannot pass,83.9,Fail,True,,High
3rd Year,51.3,71.0,70.6,54.0,75.5,63.1,59.1,97.9,Cannot pass,90.4,Fail,True,,High
2nd Year,77.4,58.7,71.0,64.4,63.6,76.6,57.3,88.6,Borderline,97.1,Pass,True,,High
4th Year,87.4,73.1,77.3,80.0,85.8,60.9,59.4,88.9,Borderline,90.1,Pass,True,,High
3rd Year,85.2,83.0,91.9,99.7,63.8,80.8,83.8,58.0,Achievable target,50.0,Fail,False,Underperformance,High
1st Year,55.3,77.3,80.2,53.2,74.1,56.0,50.2,91.1,Cannot pass,73.9,Fail,True,,High
4th Year,61.3,81.4,70.4,61.9,64.6,80.8,75.7,85.7,Borderline,88.5,Pass,True,,Medium
4th Year,83.3,65.8,62.6,69.6,68.0,62.6,85.6,81.8,Borderline,94.3,Pass,True,,Medium
3rd Year,69.5,67.8,79.8,63.2,75.0,58.5,66.2,99.1,Cannot pass,86.2,Fail,True,,High
1st Year,78.0,79.6,56.7,56.3,67.6,77.9,63.7,92.0,Cannot pass,100.0,Pass,False,Overperformance,High
2nd Year,62.8,61.9,57.9,80.8,67.7,62.1,72.4,79.5,Borderline,88.0,Pass,True,,High
2nd Year,57.1,79.7,60.7,64.2,63.3,66.9,61.8,79.9,Borderline,85.5,Pass,True,,High
4th Year,77.9,59.8,53.0,66.7,53.9,71.6,51.7,93.6,Cannot pass,74.6,Fail,True,,High
4th Year,56.4,69.2,81.4,62.3,70.8,54.3,68.0,91.0,Cannot pass,78.4,Fail,True,,High
1st Year,74.3,64.8,79.5,81.7,85.0,86.8,70.8,84.4,Borderline,85.7,Pass,True,,High
1st Year,69.7,63.5,63.9,74.3,76.7,72.6,64.3,92.5,Cannot pass,100.0,Pass,False,Overperformance,High
2nd Year,82.7,84.7,85.9,89.1,83.0,88.4,87.9,61.5,Achievable target,65.7,Pass,True,,Low
2nd Year,77.5,74.3,86.4,60.1,66.5,83.0,85.2,81.0,Borderline,85.6,Pass,True,,Low
4th Year,72.1,74.1,66.1,67.3,78.6,75.7,76.9,80.3,Borderline,87.7,Pass,True,,Low
4th Year,80.4,62.6,69.4,66.7,78.0,60.3,62.2,98.1,Cannot pass,94.1,Fail,True,,High
2nd Year,62.8,81.5,73.1,50.3,76.9,69.7,65.7,90.8,Cannot pass,87.0,Fail,True,,High
1st Year,78.7,94.7,72.0,86.2,71.5,81.5,64.4,60.2,Achievable target,64.5,Pass,True,,High
1st Year,74.0,91.3,66.4,83.1,84.6,63.6,64.0,58.0,Achievable target,70.6,Pass,True,,High
1st Year,52.9,72.5,72.2,71.4,66.5,77.1,64.0,98.1,Cannot pass,100.0,Pass,False,Overperformance,Medium
3rd Year,81.9,79.1,59.7,77.1,53.0,69.0,59.6,95.9,Cannot pass,100.0,Pass,False,Overperformance,High
4th Year,64.6,58.4,71.1,84.7,81.4,80.7,81.2,80.2,Borderline,90.8,Pass,True,,Low
3rd Year,53.6,69.1,73.0,69.6,73.9,53.3,71.3,90.5,Cannot pass,72.8,Fail,True,,High
3rd Year,73.2,73.1,65.9,68.9,63.1,74.1,84.4,79.4,Borderline,90.1,Pass,True,,Medium
3rd Year,71.9,84.4,71.7,71.5,62.2,60.7,75.3,86.6,Borderline,83.0,Fail,False,Ambiguity,Medium
2nd Year,68.8,71.0,86.5,86.6,74.3,65.3,62.2,78.8,Borderline,63.0,Fail,False,Ambiguity,High
3rd Year,88.4,69.4,80.2,75.4,81.1,79.5,91.7,73.4,Achievable target,87.6,Pass,True,,Low
2nd Year,87.3,86.5,86.3,72.8,62.6,79.6,68.7,79.8,Borderline,88.2,Pass,True,,High
3rd Year,68.0,79.8,78.4,73.8,58.8,85.1,69.4,81.3,Borderline,91.0,Pass,True,,High
4th Year,71.6,50.4,78.0,53.3,82.0,67.6,51.9,94.7,Cannot pass,87.5,Fail,True,,High
2nd Year,90.7,81.3,78.3,99.8,87.4,77.9,74.5,58.4,Achievable target,50.0,Fail,False,Underperformance,High
4th Year,77.1,67.7,68.6,65.3,74.4,61.6,73.9,91.9,Cannot pass,77.8,Fail,True,,High
4th Year,91.2,75.0,88.8,69.9,64.2,86.0,86.4,50.6,Achievable target,50.0,Fail,False,Underperformance,High
2nd Year,86.9,83.0,86.7,84.5,89.1,75.9,63.8,80.5,Borderline,95.7,Pass,True,,High
2nd Year,87.7,63.8,85.9,73.0,84.7,85.7,69.7,84.8,Borderline,90.1,Pass,True,,High
1st Year,93.2,73.2,62.9,78.4,68.5,86.7,70.6,74.5,Achievable target,55.1,Fail,False,Underperformance,High
2nd Year,76.8,65.8,83.6,80.2,89.2,68.3,58.8,89.0,Borderline,72.1,Fail,False,Ambiguity,High
4th Year,89.6,62.0,83.2,75.8,76.5,70.1,71.0,61.8,Achievable target,67.5,Pass,True,,High
2nd Year,76.1,80.5,79.3,65.0,58.3,82.0,83.2,88.7,Borderline,100.0,Pass,True,,Medium
3rd Year,96.0,79.0,91.9,98.3,92.3,75.1,74.0,57.6,Achievable target,65.6,Pass,True,,High
2nd Year,80.1,65.2,80.5,69.5,75.4,68.1,72.6,85.2,Borderline,70.3,Fail,False,Ambiguity,High
